"vuosi";"kunta18";"amuutto_lahto";"tyopaikka_muutto_lahto";"tyollistyy_muutto_lahto";"amuutto_tulo";"tyopaikka_muutto_tulo";"tyollistyy_muutto_tulo";"tyo_muutto_lahto";"tyo_muutto_tulo"
1998;35;9;NA;NA;6;NA;NA;NA;4
1998;43;14;NA;NA;25;5;5;4;10
1998;46;59;6;8;33;NA;NA;14;NA
1998;47;95;NA;NA;51;NA;NA;25;12
1998;49;8003;921;928;9921;1286;1701;1849;2987
1998;50;358;36;51;266;17;36;87;53
1998;51;354;24;59;281;17;26;83;43
1998;52;88;6;20;25;NA;NA;26;4
1998;60;68;9;13;58;NA;NA;22;16
1998;61;856;84;135;679;63;85;219;148
1998;62;11;NA;NA;15;NA;NA;NA;5
1998;65;11;NA;NA;10;NA;NA;NA;4
1998;69;241;24;37;150;19;21;61;40
1998;71;254;26;52;154;18;23;78;41
1998;72;26;NA;NA;24;NA;NA;NA;7
1998;74;50;7;6;24;NA;NA;13;4
1998;75;499;58;76;428;44;53;134;97
1998;76;38;NA;NA;37;5;6;11;11
1998;77;153;10;24;131;14;15;34;29
1998;78;341;55;51;234;31;36;106;67
1998;79;318;23;52;195;24;25;75;49
1998;81;123;16;19;101;8;10;35;18
1998;82;429;31;59;385;26;34;90;60
1998;86;374;29;60;346;25;34;89;59
1998;90;134;13;20;118;15;23;33;38
1998;91;16372;1835;1722;22162;2880;4781;3557;7661
1998;92;7656;737;791;8554;1104;1434;1528;2538
1998;97;89;7;16;93;NA;NA;23;10
1998;98;1053;66;132;930;82;99;198;181
1998;99;70;6;12;43;5;5;18;10
1998;102;332;31;62;260;14;29;93;43
1998;103;93;11;10;92;9;14;21;23
1998;105;123;11;21;56;4;11;32;15
1998;106;1275;120;149;1394;155;211;269;366
1998;108;302;28;45;349;31;52;73;83
1998;109;1931;228;299;2024;230;267;527;497
1998;111;614;64;100;477;43;54;164;97
1998;139;231;17;37;217;13;22;54;35
1998;140;739;88;135;614;58;81;223;139
1998;142;221;15;36;199;22;21;51;43
1998;143;293;23;50;230;23;31;73;54
1998;145;361;33;55;289;33;26;88;59
1998;146;218;20;21;141;NA;NA;41;25
1998;148;279;21;55;176;22;19;76;41
1998;149;160;17;21;162;12;13;38;25
1998;151;57;9;6;26;NA;NA;15;4
1998;152;171;11;24;135;8;21;35;29
1998;153;917;104;160;722;75;105;264;180
1998;165;522;44;64;467;33;53;108;86
1998;167;2653;285;537;2494;201;294;822;495
1998;169;238;16;32;198;18;15;48;33
1998;170;103;10;16;111;12;14;26;26
1998;171;227;12;28;174;14;21;40;35
1998;172;168;11;28;122;8;13;39;21
1998;176;207;9;35;90;8;12;44;20
1998;177;60;5;15;59;NA;NA;20;7
1998;178;249;20;33;145;15;20;53;35
1998;179;3851;548;756;4493;497;623;1304;1120
1998;181;53;NA;NA;65;NA;NA;11;9
1998;182;728;83;127;539;60;67;210;127
1998;186;1571;202;149;1679;200;220;351;420
1998;202;1243;104;167;1227;99;123;271;222
1998;204;157;9;21;100;5;10;30;15
1998;205;1336;191;260;1130;171;159;451;330
1998;208;307;16;62;171;15;21;78;36
1998;211;889;47;123;809;72;106;170;178
1998;213;134;14;27;114;11;8;41;19
1998;214;403;40;76;317;33;44;116;77
1998;216;51;NA;NA;46;6;5;14;11
1998;217;138;16;29;107;14;15;45;29
1998;218;40;NA;NA;24;NA;NA;6;5
1998;224;258;32;25;329;50;51;57;101
1998;226;147;18;18;86;12;11;36;23
1998;230;87;8;12;41;NA;NA;20;7
1998;231;40;NA;NA;35;NA;NA;7;8
1998;232;389;41;71;265;30;33;112;63
1998;233;538;63;108;378;61;50;171;111
1998;235;544;55;67;521;64;80;122;144
1998;236;122;16;20;90;5;13;36;18
1998;239;77;8;11;60;9;11;19;20
1998;240;983;103;158;684;50;79;261;129
1998;241;403;32;59;308;22;26;91;48
1998;244;568;45;68;721;70;67;113;137
1998;245;1368;140;171;1311;148;205;311;353
1998;249;385;69;61;272;37;35;130;72
1998;250;55;4;6;37;NA;NA;10;7
1998;256;70;5;10;41;NA;NA;15;6
1998;257;1253;142;152;1349;187;163;294;350
1998;260;387;42;69;254;31;33;111;64
1998;261;175;13;32;165;27;24;45;51
1998;263;290;25;50;130;17;12;75;29
1998;265;67;11;11;32;NA;NA;22;6
1998;271;241;21;39;189;11;14;60;25
1998;272;1146;141;245;873;102;107;386;209
1998;273;152;11;24;58;7;8;35;15
1998;275;75;NA;NA;55;6;8;9;14
1998;276;524;39;64;515;44;60;103;104
1998;280;42;6;11;36;NA;NA;17;9
1998;284;69;4;5;58;NA;NA;9;9
1998;285;1347;172;217;1235;150;165;389;315
1998;286;1898;250;300;1559;224;226;550;450
1998;287;196;20;36;112;12;15;56;27
1998;288;149;12;35;112;9;15;47;24
1998;290;414;36;105;126;9;24;141;33
1998;291;81;7;13;78;11;12;20;23
1998;295;14;NA;NA;10;NA;NA;7;NA
1998;297;3707;459;701;3545;384;489;1160;873
1998;300;104;10;15;82;8;10;25;18
1998;301;644;55;113;334;36;47;168;83
1998;304;30;NA;NA;23;NA;NA;9;6
1998;305;586;68;121;312;38;41;189;79
1998;309;280;18;58;215;18;17;76;35
1998;312;62;5;14;32;4;5;19;9
1998;316;192;25;22;142;8;16;47;24
1998;317;96;9;18;59;8;10;27;18
1998;318;6;NA;NA;11;NA;NA;NA;7
1998;320;465;80;62;246;20;39;142;59
1998;322;143;22;21;131;13;16;43;29
1998;398;3294;375;521;3393;341;461;896;802
1998;399;204;19;27;198;19;26;46;45
1998;400;234;21;32;192;27;34;53;61
1998;402;313;22;44;246;13;36;66;49
1998;403;97;8;18;56;4;12;26;16
1998;405;1947;239;353;1848;197;255;592;452
1998;407;106;7;21;98;13;15;28;28
1998;408;304;27;56;249;21;28;83;49
1998;410;537;49;69;474;45;45;118;90
1998;416;115;8;17;118;7;12;25;19
1998;417;37;NA;NA;48;NA;NA;5;7
1998;418;586;53;76;600;49;60;129;109
1998;420;354;35;57;251;18;21;92;39
1998;421;45;6;6;22;NA;NA;12;6
1998;422;455;57;93;224;22;29;150;51
1998;423;581;38;75;669;66;52;113;118
1998;425;244;22;34;183;23;18;56;41
1998;426;476;32;72;371;23;31;104;54
1998;430;454;54;75;380;28;42;129;70
1998;433;247;18;31;275;31;24;49;55
1998;434;388;30;66;353;37;60;96;97
1998;435;30;NA;NA;14;NA;NA;6;NA
1998;436;52;4;8;48;NA;NA;12;8
1998;438;6;NA;NA;12;NA;NA;NA;6
1998;440;121;13;24;63;13;5;37;18
1998;441;150;9;26;103;14;18;35;32
1998;444;1046;127;143;1145;137;146;270;283
1998;445;405;44;66;338;41;45;110;86
1998;475;101;9;19;75;6;8;28;14
1998;478;289;27;41;387;62;72;68;134
1998;480;70;4;11;50;NA;NA;15;11
1998;481;347;32;48;271;22;30;80;52
1998;483;45;6;7;37;NA;NA;13;6
1998;484;96;9;9;102;7;12;18;19
1998;489;64;9;6;58;9;10;15;19
1998;491;1703;212;330;1533;175;199;542;374
1998;494;270;21;39;220;20;30;60;50
1998;495;55;7;8;47;NA;NA;15;7
1998;498;96;16;14;67;13;10;30;23
1998;499;534;48;80;488;28;47;128;75
1998;500;364;32;39;431;34;52;71;86
1998;503;245;23;37;251;24;16;60;40
1998;504;54;NA;NA;61;5;6;12;11
1998;505;514;51;67;546;59;75;118;134
1998;507;222;21;40;196;16;40;61;56
1998;508;414;52;49;293;37;42;101;79
1998;529;658;51;80;747;73;86;131;159
1998;531;199;18;26;171;13;12;44;25
1998;535;294;33;50;174;17;24;83;41
1998;536;795;66;106;744;72;90;172;162
1998;538;169;13;20;134;13;12;33;25
1998;541;303;25;67;194;14;20;92;34
1998;543;1058;110;102;1282;154;130;212;284
1998;545;126;9;24;70;8;11;33;19
1998;560;525;39;66;447;50;50;105;100
1998;561;25;NA;NA;39;NA;NA;6;5
1998;562;272;28;41;240;27;26;69;53
1998;563;255;33;43;195;19;26;76;45
1998;564;4193;728;694;5472;610;871;1422;1481
1998;576;107;10;14;84;6;15;24;21
1998;577;315;29;43;302;35;40;72;75
1998;578;135;9;11;100;4;10;20;14
1998;580;189;19;32;115;6;18;51;24
1998;581;229;21;36;155;17;25;57;42
1998;583;55;4;8;25;NA;NA;12;5
1998;584;97;11;13;46;9;8;24;17
1998;588;76;NA;NA;79;11;10;11;21
1998;592;100;7;17;102;9;6;24;15
1998;593;665;64;138;438;34;39;202;73
1998;595;182;18;24;116;10;13;42;23
1998;598;549;59;85;457;42;82;144;124
1998;599;235;17;36;197;16;16;53;32
1998;601;143;17;27;82;8;7;44;15
1998;604;486;40;52;518;49;51;92;100
1998;607;168;12;32;99;NA;NA;44;10
1998;608;103;9;16;61;4;12;25;16
1998;609;2121;227;386;1867;185;238;613;423
1998;611;119;16;15;173;19;14;31;33
1998;614;205;14;31;101;8;9;45;17
1998;615;323;34;39;173;16;12;73;28
1998;616;69;5;11;81;5;6;16;11
1998;619;98;8;12;61;6;7;20;13
1998;620;130;9;18;57;8;9;27;17
1998;623;91;5;11;62;4;5;16;9
1998;624;185;17;19;141;6;7;36;13
1998;625;122;11;19;78;8;10;30;18
1998;626;232;23;42;123;11;14;65;25
1998;630;72;13;10;33;5;9;23;14
1998;631;103;4;13;76;NA;NA;17;10
1998;635;211;26;25;194;21;19;51;40
1998;636;241;19;30;239;25;31;49;56
1998;638;1187;147;187;1335;154;170;334;324
1998;678;934;92;171;615;58;79;263;137
1998;680;1189;98;159;1118;86;124;257;210
1998;681;145;9;23;91;7;16;32;23
1998;683;226;19;49;87;4;14;68;18
1998;684;1222;152;230;1104;115;148;382;263
1998;686;127;12;21;71;5;7;33;12
1998;687;107;12;10;52;4;6;22;10
1998;689;155;17;27;88;11;12;44;23
1998;691;87;5;19;47;4;4;24;8
1998;694;989;123;125;964;102;143;248;245
1998;697;51;NA;NA;33;4;4;11;8
1998;698;1957;260;398;1759;199;226;658;425
1998;700;198;20;40;157;12;22;60;34
1998;702;147;16;21;128;10;15;37;25
1998;704;194;11;31;200;17;17;42;34
1998;707;72;8;8;71;NA;NA;16;9
1998;710;651;78;87;595;58;83;165;141
1998;729;313;36;47;228;11;25;83;36
1998;732;201;13;31;73;10;15;44;25
1998;734;1078;161;142;1241;210;273;303;483
1998;736;36;6;12;43;NA;NA;18;7
1998;738;88;7;8;73;10;4;15;14
1998;739;87;5;14;96;12;6;19;18
1998;740;1294;136;278;1018;93;112;414;205
1998;742;59;5;10;28;NA;NA;15;5
1998;743;1547;165;270;1649;190;237;435;427
1998;746;135;11;18;137;22;25;29;47
1998;747;75;8;11;50;NA;NA;19;11
1998;748;230;16;35;141;15;16;51;31
1998;749;855;62;115;800;73;93;177;166
1998;751;148;6;25;121;4;9;31;13
1998;753;501;43;53;725;60;54;96;114
1998;755;176;15;13;243;19;22;28;41
1998;758;378;70;64;187;19;31;134;50
1998;759;58;4;8;27;NA;NA;12;NA
1998;761;220;28;34;213;17;28;62;45
1998;762;167;11;22;93;7;8;33;15
1998;765;290;25;47;201;18;33;72;51
1998;766;NA;NA;NA;NA;NA;NA;NA;NA
1998;768;113;6;22;71;5;5;28;10
1998;771;29;NA;NA;28;4;7;7;11
1998;777;351;28;74;140;15;21;102;36
1998;778;264;23;37;193;16;22;60;38
1998;781;126;16;20;114;9;7;36;16
1998;783;273;42;40;223;35;39;82;74
1998;785;126;12;20;86;9;15;32;24
1998;790;606;58;91;502;38;64;149;102
1998;791;220;27;36;107;15;13;63;28
1998;831;225;9;27;176;13;11;36;24
1998;832;221;17;41;79;5;11;58;16
1998;833;48;NA;NA;43;NA;NA;12;5
1998;834;195;22;26;254;9;23;48;32
1998;837;6281;821;958;8350;924;1355;1779;2279
1998;844;70;5;5;46;6;5;10;11
1998;845;115;8;17;101;6;13;25;19
1998;846;179;12;31;98;11;10;43;21
1998;848;167;16;18;128;4;9;34;13
1998;849;113;NA;NA;76;8;15;35;23
1998;850;90;8;15;77;5;6;23;11
1998;851;705;50;141;447;24;55;191;79
1998;853;6008;753;913;7728;697;1261;1666;1958
1998;854;151;13;27;87;8;14;40;22
1998;857;127;6;18;68;4;7;24;11
1998;858;1348;99;172;1459;168;140;271;308
1998;859;190;23;27;153;10;14;50;24
1998;886;631;46;84;494;36;51;130;87
1998;887;144;17;18;156;13;13;35;26
1998;889;116;12;18;76;NA;NA;30;18
1998;890;63;5;5;34;NA;NA;10;9
1998;892;122;16;24;129;8;11;40;19
1998;893;138;13;27;85;16;9;40;25
1998;895;485;60;71;377;43;93;131;136
1998;905;2157;323;345;2298;240;418;668;658
1998;908;474;46;72;386;41;48;118;89
1998;911;94;NA;NA;50;NA;NA;13;4
1998;915;811;106;120;593;58;78;226;136
1998;918;66;6;6;112;9;13;12;22
1998;921;75;9;11;59;6;4;20;10
1998;922;126;7;12;132;8;11;19;19
1998;924;102;15;21;74;9;12;36;21
1998;925;122;11;25;88;4;7;36;11
1998;927;893;107;96;924;122;98;203;220
1998;931;248;23;36;142;10;25;59;35
1998;934;89;6;15;58;5;9;21;14
1998;935;103;9;12;107;14;13;21;27
1998;936;219;25;44;206;9;25;69;34
1998;941;5;NA;NA;12;NA;NA;NA;NA
1998;946;139;8;26;106;7;16;34;23
1998;976;154;11;31;77;4;8;42;12
1998;977;500;62;75;382;38;54;137;92
1998;980;927;67;144;939;92;81;211;173
1998;981;90;6;11;87;11;7;17;18
1998;989;193;17;33;154;16;19;50;35
1998;992;565;62;85;517;59;82;147;141
1999;5;282;29;55;148;10;21;84;31
1999;9;93;7;19;58;8;12;26;20
1999;10;340;42;58;211;23;34;100;57
1999;16;304;35;38;315;26;32;73;58
1999;18;132;12;15;162;15;21;27;36
1999;19;133;12;12;141;13;13;24;26
1999;20;419;33;59;498;37;46;92;83
1999;35;11;NA;NA;12;NA;NA;NA;NA
1999;43;20;4;6;23;NA;NA;10;4
1999;46;56;8;7;41;NA;NA;15;6
1999;47;112;6;14;42;NA;NA;20;6
1999;49;7984;1045;777;10381;1549;1585;1822;3134
1999;50;323;32;38;248;21;35;70;56
1999;51;364;25;52;248;14;18;77;32
1999;52;70;6;19;35;NA;NA;25;6
1999;60;68;4;10;78;6;9;14;15
1999;61;787;110;109;634;50;77;219;127
1999;62;9;NA;NA;13;NA;NA;NA;NA
1999;65;8;NA;NA;16;NA;NA;NA;NA
1999;69;269;36;48;139;19;22;84;41
1999;71;249;29;48;159;18;15;77;33
1999;72;22;NA;NA;32;NA;NA;NA;NA
1999;74;35;NA;NA;31;NA;NA;10;4
1999;75;529;62;79;447;45;65;141;110
1999;76;40;NA;NA;38;NA;NA;9;9
1999;77;154;15;18;133;10;9;33;19
1999;78;310;46;41;253;23;39;87;62
1999;79;285;24;33;248;26;26;57;52
1999;81;90;11;10;99;6;9;21;15
1999;82;393;32;52;415;34;36;84;70
1999;86;350;28;43;326;37;27;71;64
1999;90;132;12;18;88;6;16;30;22
1999;91;17662;2025;1623;22066;3277;4570;3648;7847
1999;92;7937;946;701;8967;1324;1403;1647;2727
1999;97;75;5;13;84;6;7;18;13
1999;98;989;82;99;873;64;89;181;153
1999;99;56;5;6;44;NA;NA;11;12
1999;102;298;33;43;278;16;38;76;54
1999;103;102;6;16;110;13;9;22;22
1999;105;109;16;18;52;NA;NA;34;15
1999;106;1335;178;155;1437;186;209;333;395
1999;108;319;32;42;354;30;44;74;74
1999;109;1833;223;279;2058;258;249;502;507
1999;111;644;71;89;455;42;51;160;93
1999;139;297;17;44;230;19;30;61;49
1999;140;847;100;131;595;68;68;231;136
1999;142;227;20;41;181;15;16;61;31
1999;143;282;33;35;263;19;31;68;50
1999;145;353;30;43;261;19;17;73;36
1999;146;242;21;29;114;6;11;50;17
1999;148;307;35;46;177;31;21;81;52
1999;149;180;13;27;177;18;9;40;27
1999;151;53;6;8;39;NA;NA;14;7
1999;152;161;25;25;134;9;10;50;19
1999;153;887;105;122;635;72;86;227;158
1999;165;467;48;46;488;54;55;94;109
1999;167;2567;335;494;2669;214;296;829;510
1999;169;258;28;20;168;13;22;48;35
1999;170;90;5;19;120;13;12;24;25
1999;171;225;17;27;168;16;14;44;30
1999;172;159;20;16;126;13;13;36;26
1999;176;167;17;26;118;10;14;43;24
1999;177;69;7;10;74;7;6;17;13
1999;178;175;23;23;179;16;17;46;33
1999;179;4069;596;807;4850;504;704;1403;1208
1999;181;55;8;8;51;NA;NA;16;7
1999;182;674;74;112;500;57;41;186;98
1999;186;1516;181;168;1627;248;209;349;457
1999;202;1136;110;141;1298;105;134;251;239
1999;204;134;NA;NA;92;NA;NA;23;11
1999;205;1449;168;274;1150;123;168;442;291
1999;208;313;28;50;196;20;27;78;47
1999;211;905;80;99;960;99;113;179;212
1999;213;194;21;26;125;7;15;47;22
1999;214;439;34;64;349;35;42;98;77
1999;216;67;5;4;55;NA;NA;9;7
1999;217;190;14;27;110;12;13;41;25
1999;218;52;5;6;29;NA;NA;11;NA
1999;224;297;36;24;337;48;55;60;103
1999;226;126;22;22;96;6;13;44;19
1999;230;84;11;10;45;6;5;21;11
1999;231;46;NA;NA;34;NA;NA;7;8
1999;232;388;49;61;319;34;39;110;73
1999;233;497;44;81;394;34;53;125;87
1999;235;527;51;58;473;57;50;109;107
1999;236;133;18;17;81;9;10;35;19
1999;239;91;8;11;60;8;12;19;20
1999;240;920;94;166;766;57;69;260;126
1999;241;407;30;60;227;9;23;90;32
1999;244;617;48;74;783;69;92;122;161
1999;245;1392;161;129;1446;188;213;290;401
1999;249;401;56;69;303;35;31;125;66
1999;250;58;5;12;38;NA;NA;17;7
1999;256;71;9;17;30;NA;NA;26;6
1999;257;1335;187;139;1436;192;154;326;346
1999;260;397;36;67;272;32;33;103;65
1999;261;202;20;26;122;9;28;46;37
1999;263;240;22;42;185;16;14;64;30
1999;265;51;5;10;38;NA;NA;15;NA
1999;271;252;29;35;212;17;25;64;42
1999;272;1161;122;243;891;90;113;365;203
1999;273;166;18;35;95;9;13;53;22
1999;275;81;14;8;71;10;9;22;19
1999;276;515;32;56;520;42;51;88;93
1999;280;32;4;4;36;NA;NA;8;6
1999;284;59;6;8;62;4;5;14;9
1999;285;1419;179;262;1253;142;153;441;295
1999;286;1910;268;325;1510;202;220;593;422
1999;287;191;19;23;127;16;8;42;24
1999;288;121;10;23;89;8;10;33;18
1999;290;334;44;66;168;19;22;110;41
1999;291;82;6;11;74;4;10;17;14
1999;295;9;NA;NA;15;NA;NA;4;NA
1999;297;3705;517;647;3598;402;450;1164;852
1999;300;107;8;12;94;10;14;20;24
1999;301;611;59;102;423;49;42;161;91
1999;304;28;NA;NA;38;4;4;5;8
1999;305;623;84;101;344;51;46;185;97
1999;309;354;20;51;210;13;18;71;31
1999;312;59;9;9;32;NA;NA;18;14
1999;316;174;8;28;161;17;25;36;42
1999;317;122;10;15;43;NA;NA;25;10
1999;318;9;NA;NA;5;NA;NA;4;NA
1999;320;426;41;76;218;19;40;117;59
1999;322;174;14;41;143;15;19;55;34
1999;398;3297;408;511;3395;395;436;919;831
1999;399;218;10;31;183;16;20;41;36
1999;400;254;32;20;199;26;28;52;54
1999;402;293;27;51;266;33;30;78;63
1999;403;94;14;15;49;11;5;29;16
1999;405;1942;248;345;1913;179;196;593;375
1999;407;93;15;14;78;8;8;29;16
1999;408;318;33;49;222;21;26;82;47
1999;410;612;56;88;478;40;40;144;80
1999;416;101;7;12;94;11;8;19;19
1999;417;20;NA;NA;33;NA;NA;5;7
1999;418;601;53;62;717;68;56;115;124
1999;420;294;16;38;225;18;19;54;37
1999;421;39;6;4;15;NA;NA;10;NA
1999;422;446;50;84;233;20;30;134;50
1999;423;524;53;67;662;52;65;120;117
1999;425;220;20;20;206;20;23;40;43
1999;426;446;31;50;348;27;36;81;63
1999;430;424;50;82;374;37;45;132;82
1999;433;241;22;29;203;24;17;51;41
1999;434;413;51;72;345;26;32;123;58
1999;435;18;NA;NA;18;NA;NA;4;NA
1999;436;61;5;7;59;6;7;12;13
1999;438;13;NA;NA;7;NA;NA;NA;NA
1999;440;113;9;11;99;5;5;20;10
1999;441;154;11;22;128;14;13;33;27
1999;444;1098;145;122;1295;198;203;267;401
1999;445;362;31;65;348;35;45;96;80
1999;475;132;11;25;81;8;7;36;15
1999;478;340;37;30;342;40;75;67;115
1999;480;67;4;6;50;12;4;10;16
1999;481;292;14;33;328;25;27;47;52
1999;483;62;8;14;29;NA;NA;22;6
1999;484;101;9;14;70;NA;NA;23;17
1999;489;69;8;8;67;6;7;16;13
1999;491;1729;251;352;1524;202;186;603;388
1999;494;308;19;45;238;16;29;64;45
1999;495;59;NA;NA;39;NA;NA;10;8
1999;498;82;10;13;59;NA;NA;23;16
1999;499;527;38;52;463;39;37;90;76
1999;500;405;40;53;387;37;44;93;81
1999;503;263;20;34;239;20;20;54;40
1999;504;57;NA;NA;62;NA;NA;13;17
1999;505;544;70;66;683;72;57;136;129
1999;507;210;17;27;168;21;24;44;45
1999;508;393;35;51;268;27;31;86;58
1999;529;635;80;69;665;69;63;149;132
1999;531;219;19;33;149;9;14;52;23
1999;535;293;32;48;170;11;20;80;31
1999;536;760;74;90;820;110;78;164;188
1999;538;144;16;15;139;15;16;31;31
1999;541;323;32;60;191;10;15;92;25
1999;543;1084;112;117;1369;174;125;229;299
1999;545;103;14;13;91;8;5;27;13
1999;560;466;42;57;415;50;39;99;89
1999;561;42;NA;NA;54;10;4;5;14
1999;562;315;35;49;281;29;23;84;52
1999;563;283;29;49;217;19;34;78;53
1999;564;4273;647;690;5948;724;941;1337;1665
1999;576;110;12;14;89;9;7;26;16
1999;577;303;33;40;290;27;38;73;65
1999;578;148;9;20;103;7;10;29;17
1999;580;167;15;34;133;23;13;49;36
1999;581;198;19;33;162;14;17;52;31
1999;583;57;NA;NA;36;NA;NA;13;6
1999;584;111;18;15;47;7;9;33;16
1999;588;99;9;14;76;9;10;23;19
1999;592;112;5;21;89;8;8;26;16
1999;593;705;86;142;473;51;42;228;93
1999;595;162;17;30;120;11;11;47;22
1999;598;548;69;64;434;35;53;133;88
1999;599;231;16;33;159;16;15;49;31
1999;601;114;14;19;100;13;17;33;30
1999;604;478;46;59;589;62;52;105;114
1999;607;157;10;27;116;NA;NA;37;9
1999;608;104;8;16;77;NA;NA;24;8
1999;609;2268;286;376;1946;215;213;662;428
1999;611;129;15;9;141;13;14;24;27
1999;614;210;21;40;97;9;13;61;22
1999;615;348;33;71;135;9;18;104;27
1999;616;66;7;13;85;8;7;20;15
1999;619;80;NA;NA;72;5;5;16;10
1999;620;124;13;24;74;9;8;37;17
1999;623;92;5;14;58;6;6;19;12
1999;624;219;15;28;151;9;12;43;21
1999;625;106;15;16;72;5;9;31;14
1999;626;233;22;34;98;10;13;56;23
1999;630;62;5;10;43;5;7;15;12
1999;631;88;5;9;70;7;6;14;13
1999;635;186;17;16;208;25;19;33;44
1999;636;221;25;37;218;10;22;62;32
1999;638;1185;151;133;1375;184;186;284;370
1999;678;940;87;184;545;52;61;271;113
1999;680;1142;112;131;1111;91;122;243;213
1999;681;134;12;14;93;4;6;26;10
1999;683;225;17;45;108;5;16;62;21
1999;684;1248;162;213;994;99;103;375;202
1999;686;124;7;27;80;13;8;34;21
1999;687;95;10;14;41;7;6;24;13
1999;689;194;21;31;97;12;15;52;27
1999;691;118;14;29;64;4;6;43;10
1999;694;919;120;108;999;123;139;228;262
1999;697;47;NA;NA;29;NA;NA;8;NA
1999;698;2068;343;419;1901;205;224;762;429
1999;700;207;17;20;188;12;19;37;31
1999;702;160;25;14;121;14;19;39;33
1999;704;202;10;18;226;26;17;28;43
1999;707;101;6;9;64;9;8;15;17
1999;710;563;53;91;633;68;68;144;136
1999;729;276;21;47;207;22;20;68;42
1999;732;197;16;36;88;8;11;52;19
1999;734;1119;178;139;1277;228;264;317;492
1999;736;39;NA;NA;56;6;6;9;12
1999;738;70;NA;NA;88;NA;NA;10;12
1999;739;101;14;10;80;13;6;24;19
1999;740;1353;179;261;928;90;77;440;167
1999;742;53;NA;NA;33;NA;NA;15;8
1999;743;1564;217;251;1731;192;212;468;404
1999;746;116;14;18;174;20;35;32;55
1999;747;70;10;10;42;NA;NA;20;4
1999;748;242;24;32;117;12;14;56;26
1999;749;913;72;127;770;59;63;199;122
1999;751;176;10;23;89;5;10;33;15
1999;753;541;64;60;739;67;60;124;127
1999;755;248;29;31;258;26;26;60;52
1999;758;354;49;64;209;27;26;113;53
1999;759;64;5;15;36;5;5;20;10
1999;761;213;22;26;245;35;27;48;62
1999;762;174;17;24;118;10;11;41;21
1999;765;307;29;43;222;22;31;72;53
1999;766;NA;NA;NA;NA;NA;NA;NA;NA
1999;768;83;NA;NA;69;7;8;16;15
1999;771;26;NA;NA;43;NA;NA;6;7
1999;777;312;34;63;153;18;13;97;31
1999;778;229;27;34;172;15;17;61;32
1999;781;165;15;27;112;13;12;42;25
1999;783;238;24;37;181;15;28;61;43
1999;785;146;10;15;73;10;8;25;18
1999;790;584;47;92;506;38;61;139;99
1999;791;222;19;30;125;9;15;49;24
1999;831;205;11;24;188;10;14;35;24
1999;832;190;9;28;85;7;10;37;17
1999;833;55;NA;NA;62;9;5;6;14
1999;834;217;21;28;204;17;22;49;39
1999;837;6842;981;913;8443;1040;1272;1894;2312
1999;844;78;8;13;45;NA;NA;21;NA
1999;845;145;14;24;76;6;10;38;16
1999;846;174;18;39;112;9;11;57;20
1999;848;207;16;36;139;6;11;52;17
1999;849;124;12;24;65;5;9;36;14
1999;850;91;7;13;68;7;8;20;15
1999;851;764;70;145;560;39;51;215;90
1999;853;6352;842;886;7440;824;1092;1728;1916
1999;854;168;16;26;71;NA;NA;42;10
1999;857;104;6;8;80;4;4;14;8
1999;858;1292;144;140;1604;207;144;284;351
1999;859;183;12;25;168;9;14;37;23
1999;886;652;56;82;529;39;55;138;94
1999;887;150;13;23;119;10;6;36;16
1999;889;115;8;16;64;NA;NA;24;5
1999;890;67;6;6;49;NA;NA;12;12
1999;892;96;5;16;102;NA;NA;21;13
1999;893;128;18;19;118;12;20;37;32
1999;895;560;92;80;323;35;39;172;74
1999;905;2251;342;334;2149;207;322;676;529
1999;908;525;58;80;414;50;57;138;107
1999;911;84;4;15;59;NA;NA;19;8
1999;915;792;91;129;559;43;60;220;103
1999;918;114;13;12;89;12;4;25;16
1999;921;83;5;16;41;NA;NA;21;8
1999;922;108;9;14;133;14;12;23;26
1999;924;127;10;16;62;4;5;26;9
1999;925;144;10;14;102;NA;NA;24;14
1999;927;894;115;91;924;101;118;206;219
1999;931;232;30;38;181;24;21;68;45
1999;934;83;4;15;62;8;8;19;16
1999;935;108;8;14;99;12;14;22;26
1999;936;270;31;42;165;11;19;73;30
1999;941;10;NA;NA;8;NA;NA;NA;NA
1999;946;136;12;20;99;12;7;32;19
1999;976;181;19;21;111;10;14;40;24
1999;977;468;61;79;437;53;71;140;124
1999;980;961;68;112;987;89;84;180;173
1999;981;88;7;14;97;7;9;21;16
1999;989;233;24;23;128;14;22;47;36
1999;992;578;74;76;458;44;66;150;110
2000;5;294;39;43;175;26;20;82;46
2000;9;97;11;12;52;NA;NA;23;9
2000;10;306;43;51;245;34;34;94;68
2000;16;332;31;44;328;39;30;75;69
2000;18;179;18;30;178;15;17;48;32
2000;19;130;12;10;154;21;6;22;27
2000;20;506;59;71;465;46;52;130;98
2000;35;13;NA;NA;12;NA;NA;7;5
2000;43;22;NA;NA;17;NA;NA;5;4
2000;46;68;NA;NA;47;NA;NA;20;5
2000;47;86;14;7;29;5;6;21;11
2000;49;8670;1217;873;10444;1589;1606;2090;3195
2000;50;388;39;53;266;20;37;92;57
2000;51;308;27;51;259;20;37;78;57
2000;52;84;8;14;45;4;6;22;10
2000;60;49;4;8;73;9;9;12;18
2000;61;784;90;140;661;70;73;230;143
2000;62;8;NA;NA;10;NA;NA;NA;6
